caption,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13
"Set amidst the emerald waters and soaring limestone islets of coastal Vietnam, Captain “Chu” Bien spends more time in a modest boat at sea than at home. Embodying simplicity—the items he uses daily can be counted on one hand—he confirms that happiness and fulfillment are found in the relationships we forge, not the things we accumulate. | Watch the full film via the link in our bio. .
.
A film by @dan.holz.photo & @kaare_iverson_photography | #ospreypacks #travel",ospreypacks,travel,,,,,,,,,,,,
"Nature does not hurry, yet everything is accomplished. Lao Tzu | 📷: @tcroman.photo | #ospreypacks #nature",ospreypacks,nature,,,,,,,,,,,,
“The wilderness holds answers to questions man has not yet learned to ask.” ―Nancy Newhall | 📷 @Justadventure_ @seektheworld_ | Featured pack from the Fairpoint/Fairview series #OspreyPacks,OspreyPacks,,,,,,,,,,,,,
"“I’ve failed over and over and over again in my life, and that is why I succeed.” - Michael Jordan | 📷 @alexboudens @zachbaranowski | Featured pack from the Talon/Tempest Series #OspreyPacks",OspreyPacks,,,,,,,,,,,,,
"Hike The Line follows two long-distance backpackers on a thru-hike of the 2,000 mile U.S.-Mexico border. For 175 days, these two women persevered through the most difficult adventure of their lives while gaining a unique perspective on America’s controversial immigration policies. Check out the trailer and tune in Monday for the launch of the full film! | 🎥 by @coreyrobinson | #ospreypacks #film
.
.
Hike The Line Trailer
Produced and written with @groatnotes
Color and emotional support by @pioneerstudios
Design by @jlovephoto 
Sound mix and design by @cleod9music
Music by @riverwhyless and @l_e_itgoldy",ospreypacks,film,,,,,,,,,,,,
"“Whatever is bringing you down, get rid of it. Because you’ll find that when you’re free, your true self comes out.” - Tina Turner | 📷 @jackjoneshg on the #ContinentalDivideTrail | Featured pack from the Exos/Eja series #OspreyPacks",ContinentalDivideTrail,OspreyPacks,,,,,,,,,,,,
"The wanderers of life are made of earth and sky. They see the universe with stars in their eyes. - Christy Ann Martine | 📷: @morgan_martinez + @shotswithmike | #ospreypacks
.
.
Featured pack from Atmos/Aura AG Series",ospreypacks,,,,,,,,,,,,,
“I define joy as a sustained sense of well-being and internal peace – a connection to what matters.” – Oprah Winfrey | 📷 @explo.inspo | Featured pack from the Skarab/Skimmer Series #OspreyPacks,OspreyPacks,,,,,,,,,,,,,
“A walk in nature walks the soul back home.” - Mary Davis | 📷@mikroberts @mikrobertsphoto | Featured pack from the Poco AG series #OspreyPacks,OspreyPacks,,,,,,,,,,,,,
"Whether you are planning your first thru-hike or going for the triple crown, you’ll need gear that can keep up. We’ve teamed up with @point6socks, @pteclights, @sawyerproducts and @itsyoursole to give away an amazing kit of thru-hiking gear that will keep you comfortable every step of the way. To enter, follow each brand, tag a friend and tell us your favorite local hike! Contest is open to US ONLY and ends on 3/2. | 📷: @dan.holz.photo | #contest #thruhike #ospreypacks",contest,thruhike,ospreypacks,,,,,,,,,,,
"Winter knows to hush, be still, listen, so the soul can speak. | 📷: @fuji.viewfinder | #ospreypacks #winter",ospreypacks,winter,,,,,,,,,,,,
"On March 21, 2018, with all my possessions packed into a backpack, I took my first step on the Pacific Crest Trail from the Mexican border towards Canada and began the biggest adventure of my life. 
This adventure allowed me to learn about letting go of control and expectation, to enjoy life and let the trail surprise me with beauty and adventure along the way. I came to understand that the greatest joys come from experiencing unexpected beauty and emotions. It’s those emotions that make every sacrifice and hardship worth it. - David Xiao | Link in bio to full story | 📷 + 📓: @trailingadventures | #ospreypacks #thruhike #pct",ospreypacks,thruhike,pct,,,,,,,,,,,
"If Tenny Ostrem and Claire Wernstedt-Lynch have a single shared passion, it’s walking. The pair met while thru-hiking the Appalachian Trail in 2013, and in the years since, they’ve both racked up thousands of miles on long-distance treks all across the county.
🔹
🔹
But the two friends agree that the most challenging trip of their lives began on November 19, 2017. | Click the link in our bio to watch their full story unfold. | 🎥: @coreyrobinson / hikers: @clairetenny.walktheborder | #ospreypacks
.
.
Hike The Line: Produced and written with @groatnotes 
Color and emotional support by @pioneerstudios 
Design by @jlovephoto 
Sound mix and design by @cleod9music 
Music by @riverwhyless and @l_e_itgoldy",ospreypacks,,,,,,,,,,,,,
"""What a friend we have in a tree, the tree is the symbol of hope, self improvement and what people can do for themselves."" - Wangari Maathai | 📷 @joshua105 | Featured pack from the Kestrel/Kyte",,,,,,,,,,,,,,
"""Every great dream begins with a dreamer. Always remember, you have within you the strength, the patience, and the passion to reach for the stars to change the world."" - Harriet Tubman | 📷 @emivee_photo @emiveeee | Featured pack from the Poco AG series #OspreyPacks",OspreyPacks,,,,,,,,,,,,,
Miles of smiles on the #JMT. | 📷 @brownkids | Featured pack from the Exos/Eja Series #OspreyPacks,JMT.,OspreyPacks,,,,,,,,,,,,
Skiing is a dance and the mountains always lead. | 📷: @trailingadventures + @chnetka | #ospreypacks #powderday #freshtracks,ospreypacks,powderday,freshtracks,,,,,,,,,,,
"""Somewhere between elation and misery exists this special tribe of individuals and my hope is to capture an inkling of the commitment and perseverance they endure on their journey."" - Paul Collins
🔹
🔹
Inspired by the tenacity and adventurous nature of PCT thru-hikers, @paulnemirahcollins set out to photograph a portrait series documenting life on the trail. Each photo was taken many days after a hikers last bath, bed, beer or burger, somewhere between despair and euphoria. Through their unique stories, get an inside look at what it takes to set out on a thru-hike and what lessons they took away from hiking the 2,650 mile Pacific Crest Trail. | 📷: @paulnemirahcollins | Link to story in bio | #ospreypacks #thruhike #pacificcresttrail",ospreypacks,thruhike,pacificcresttrail,,,,,,,,,,,
Scouting out that perfect sleep spot. | 📸 @dan.holz.photo | Featured pack from Kestrel/Kyte Series #OspreyPacks,OspreyPacks,,,,,,,,,,,,,
Heading into the weekend like... 📷 @louisarevalo #OspreyPacks,OspreyPacks,,,,,,,,,,,,,
"Whether you’ve stood at the rim peering down its steep sides, rafted the mighty Colorado River below or hiked its awe-inspiring trails, the Grand Canyon is a place you’re likely familiar with. If we’re mistaken, get yourself a bucket list and put this natural wonder at the top. Today marks the 100th anniversary of the Grand Canyon as a national park—and a century after its designation it remains one of the most iconic landscapes in the world. We hope you’re inspired to plan something grand to celebrate. | 📷: @austin.trigg | #ospreypacks #grandcanyon100 #happybirthday",ospreypacks,grandcanyon100,happybirthday,,,,,,,,,,,
"Pack full, heart full. 📷 @_grizel_ |  Featured pack from the Exos/Eja Series #OspreyPacks",OspreyPacks,,,,,,,,,,,,,
"“Love recognizes no barriers. It jumps hurdles, leaps fences, penetrates walls to arrive at its destination full of hope.” - Maya Angelou | 📷 @breckanized @adventureinstead | Featured pack from the Aether/Ariel Series #OspreyPacks",OspreyPacks,,,,,,,,,,,,,
"""When the phone rings or that message icon pops up on your cell with a friend inviting you to go ski touring, you know it’s going to be a fun day. Once you’ve decided where to ski, it’s time to prep your pack and make sure you have the essentials. As a ski mountaineer racer, I have been through this process hundreds or maybe thousands of times and think I have found some systems that work to quell the night-before indecision about what to bring.''
🔹
🔹
Check out these tips and tricks from #ospreyathlete @kyleetothohler on how to #packlikeapro for a day of ski touring. | 📷: @kent.toth | #ospreypacks #backcountryskiing",ospreyathlete,packlikeapro,ospreypacks,backcountryskiing,,,,,,,,,,
"The bond with your dog is as lasting as the ties of this Earth can ever be. | 📷: @lmacc_22 | #ospreypacks
.
.
Featured Pack from Kestrel/Kyte Series",ospreypacks,,,,,,,,,,,,,
"The mountains are my home 💛 |  Click the link in our bio for tips on how to make your next backcountry ski tour a success. From gear to weather, Kylee covers it all! | 📷: @kyleetothohler + @kent.toth | #ospreypacks #backcountryskiing #tips",ospreypacks,backcountryskiing,tips,,,,,,,,,,,
Paint your life in bright colors and bold strokes | 📷: @amira.silverman + @jordanm514 | #ospreypacks #boldcolors,ospreypacks,boldcolors,,,,,,,,,,,,
"There’s something truly amazing about seeing and experiencing the world for yourself, letting the beauty change you in a completely unique and personal way. 🏔 | 📷: @_craigjacobs_ | #ospreypacks",ospreypacks,,,,,,,,,,,,,
Come hit the trails with us! What adventures do you have planned this weekend? | 📷: @cimabianca64 | #ospreypacks #weekend,ospreypacks,weekend,,,,,,,,,,,,
"There is no time like the present to update your kit and kick your backcountry skiing skills into high gear. Whether you are just getting into backcountry skiing or are a seasoned veteran, this prize package will put you at an advantage on ski tours to come. Enter today to win gear from @ospreypacks, @wagnerskis, @sanjuanmtnguides, @outdoorresearch, @otterbox, @lasportivagram, @grasssticks and @uphill_athlete! | Enter today via the link in our bio - US ONLY | #ospreypacks #steepanddeep #giveaway",ospreypacks,steepanddeep,giveaway,,,,,,,,,,,
"“If there is no struggle, there is no progress.” - Frederick Douglass | 📷 @alyyspp | Featured pack from the Raptor/Raven Series #OspreyPacks",OspreyPacks,,,,,,,,,,,,,
"Carl first heard of it while reading a book about the Appalachian Trail—acts of generosity in wild settings, called trail magic. Intrigued, he decided to cook up some magic of his own in the form of a scrambled egg sanctuary in New Hampshire’s White Mountains. The Omelette Guy, as he calls himself, now spends his retirement serving all-you-can-eat eggs to hungry thru-hikers. | Link to watch the film in our Story | 📷: @dan.holz.photo | #ospreypacks #trailmagic #thruhike #appalachiantrail",ospreypacks,trailmagic,thruhike,appalachiantrail,,,,,,,,,,
"“I see my path, but I don’t know where it leads. Not knowing where I’m going is what inspires me to travel it.” – Rosalia de Castro | 📷: @jlsmedia | #ospreypacks #inspired",ospreypacks,inspired,,,,,,,,,,,,
"“After climbing a great hill, one only finds that there are many more hills to climb.” — Nelson Mandela | 📷 @serkfindexplore @63maui | Featured pack from Aether/Ariel Series #OspreyPacks",OspreyPacks,,,,,,,,,,,,,
Route finding. | 📷 @autum.r0se @kennedyfromaz @ryanhom,,,,,,,,,,,,,,
"“Be happy in the moment, that's enough. Each moment is all we need, not more.” - Mother Teresa | 📷: @elyseyes + @cheyenne_.ng + @s_ng | #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""Family is the life jacket in the stormy sea of life."" - J.K. Rowling | 📷 @recessrights @archesnps | Featured pack from the Poco AG Series #OspreyPacks",OspreyPacks,,,,,,,,,,,,,
“Whatever we believe about ourselves and our ability comes true for us.” - Susan L. Taylor | 📷 @remixen | Featured pack from Talon/Tempest Series,,,,,,,,,,,,,,
"I am pieces of all the places I have been, and the people I have loved. I’ve been stitched together by song lyrics, book quotes, adventure, late night conversations, moonlight, and the smell of coffee. | 📷: @maude.gilbert | #ospreypacks #snowy #tuesdayvibes",ospreypacks,snowy,tuesdayvibes,,,,,,,,,,,
“Never be limited by other people’s limited imaginations.” - Dr. Mae Jemison | 📷@oldsoulyoung8 @annelieseammut | Featured pack from the Talon/Tempest Series #OspreyPacks,OspreyPacks,,,,,,,,,,,,,
"“Certain things catch your eye, but pursue only those that capture the heart.” - Native American Proverb | 📷 @manche_courte @loupallaire | Featured pack from the Aether/Ariel Series #OspreyPacks",OspreyPacks,,,,,,,,,,,,,
"Are you dreaming of powder days? We’ve teamed up with the best #backcountry skiing brands to give away an amazing gear kit full of skis, poles, outerwear, ski boots, a backpack, a hut trip and more. Click the link in our bio to enter to #win! | 📷: @dan.holz.photo | #ospreypacks #steepanddeep #giveaway | US ONLY",backcountry,win!,ospreypacks,steepanddeep,giveaway,,,,,,,,,
"""Mountaineering has taught me to find my voice; it’s taught me to discover and conquer my fears or at least manage my fears; it’s also taught me to rediscover myself—finding that person who loved being outdoors, but over time, life got in the way, and lists of responsibilities grew, which took away my connection with nature.""- @bexie_r 🔹
🔹
Read more about how mountaineering changed Rebecca's perspective on beauty in her article 
from The Climbing Zine (link in bio) | 📷: @bexie_r | #ospreypacks #climbing #mountaineering #climbingzine",ospreypacks,climbing,mountaineering,climbingzine,,,,,,,,,,
